Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
171,Ernie Clement,26,CLE,AL,58,158,143,16,29,3,0,0,6,0,1,11,24,.203,.268,.224,.491,45,32,3,2,1,1,0,54H7/D31,clemeer01
172,Dylan Coleman,25,KCR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,colemdy01
173,Zack Collins*,27,TOR,AL,26,79,72,7,14,4,0,4,10,0,0,6,31,.194,.266,.417,.682,92,30,0,1,0,0,0,D2/H3,colliza01
174,Alex Colome,33,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,colomal01
175,Mark Contreras*,27,MIN,AL,12,26,25,5,3,0,0,2,4,0,0,0,9,.120,.115,.360,.475,31,9,2,0,0,1,0,/897H,contrma01
176,William Contreras,24,ATL,NL,67,260,233,34,61,9,1,16,32,2,0,27,67,.262,.338,.515,.853,132,120,4,0,0,0,1,2D/H7,contrwi02
177,Willson Contreras,30,CHC,NL,101,443,376,61,94,21,2,20,52,4,2,42,93,.250,.359,.476,.835,132,179,11,23,0,2,0,2D/H,contrwi01
178,Garrett Cooper,31,MIA,NL,94,368,323,28,87,24,1,7,42,0,0,32,92,.269,.345,.415,.760,114,134,4,8,0,5,0,3D/H,coopega03
179,Franchy Cordero*,27,BOS,AL,72,244,215,31,47,17,1,4,24,4,1,24,78,.219,.298,.363,.660,84,78,1,1,2,2,0,39/7HD,cordefr02
180,Carlos Correa,27,MIN,AL,94,407,357,50,96,15,0,14,39,0,0,45,84,.269,.351,.429,.780,126,153,14,2,0,3,2,*6/HD,correca01
181,Brandon Crawford*,35,SFG,NL,84,326,288,36,65,13,2,7,39,1,1,28,68,.226,.310,.358,.667,88,103,9,8,0,2,3,*6/H,crawfbr01
182,J.P. Crawford*,27,SEA,AL,109,465,409,50,105,21,2,5,32,3,1,45,55,.257,.336,.355,.691,104,145,7,6,1,4,0,*6,crawfjp01
183,C.J. Cron,32,COL,NL,116,494,451,64,121,26,3,23,80,0,0,32,128,.268,.323,.492,.815,116,222,13,6,0,4,4,*3D/H,croncj01
184,Jake Cronenworth*,28,SDP,NL,120,531,449,72,108,23,3,12,63,2,0,59,101,.241,.345,.385,.730,112,173,1,15,0,5,3,*43/6DH,croneja01
185,Narciso Crook,26,CHC,NL,4,9,8,1,2,1,0,0,2,0,0,0,3,.250,.222,.375,.597,64,3,1,0,0,1,0,/H98,crookna01
186,Nelson Cruz,41,WSN,NL,108,442,391,45,93,16,0,9,59,4,0,44,106,.238,.318,.348,.666,94,136,13,3,0,2,1,*D/H,cruzne02
187,Oneil Cruz*,23,PIT,NL,50,198,184,22,36,6,1,9,29,6,4,13,75,.196,.247,.386,.633,75,71,2,0,0,1,1,6/DH7,cruzon01
188,Charlie Culberson,33,TEX,AL,63,114,105,17,27,6,0,0,9,2,3,5,29,.257,.291,.314,.605,75,33,5,0,4,0,0,5H47D/31,culbech01
189,Travis d'Arnaud,33,ATL,NL,77,309,287,42,75,18,0,12,44,0,0,14,62,.261,.314,.449,.763,108,129,7,8,0,0,0,2/DH,darnatr01
190,Bobby Dalbec,27,BOS,AL,103,315,283,35,59,8,2,11,32,2,0,26,102,.208,.279,.367,.647,79,104,4,3,0,3,0,*35H/4D,dalbebo01
191,Matt Davidson,31,TOT,MLB,13,37,34,3,5,0,0,2,3,0,1,3,13,.147,.216,.324,.540,54,11,0,0,0,0,0,/5DH3,davidma02
192,Matt Davidson,31,ARI,NL,5,13,10,1,1,0,0,1,1,0,0,3,3,.100,.308,.400,.708,99,4,0,0,0,0,0,/5DH,davidma02
193,Matt Davidson,31,OAK,AL,8,24,24,2,4,0,0,1,2,0,1,0,10,.167,.167,.292,.458,32,7,0,0,0,0,0,/53DH,davidma02
194,J.D. Davis,29,TOT,NL,81,253,221,34,55,9,1,8,26,1,1,25,80,.249,.336,.407,.743,111,90,10,5,0,2,1,D5H/37,davisjd01
195,J.D. Davis,29,NYM,NL,66,207,181,26,43,8,1,4,21,1,1,20,66,.238,.324,.359,.683,95,65,9,4,0,2,0,DH5/3,davisjd01
196,J.D. Davis,29,SFG,NL,15,46,40,8,12,1,0,4,5,0,0,5,14,.300,.391,.625,1.016,182,25,1,1,0,0,1,5/HD7,davisjd01
197,Jaylin Davis,27,BOS,AL,12,27,24,4,8,1,0,0,2,0,0,3,11,.333,.407,.375,.782,122,9,0,0,0,0,0,/H897,davisja03
198,Jonathan Davis,30,MIL,NL,32,86,72,9,16,1,0,0,3,7,1,13,24,.222,.341,.236,.577,68,17,1,0,1,0,0,8/H,davisjo05
199,Ronnie Dawson*,27,CIN,NL,1,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/D,dawsoro01
200,Yonathan Daza,28,COL,NL,90,307,281,40,84,14,1,1,24,0,3,18,39,.299,.345,.367,.712,92,103,10,4,0,4,0,*87/H,dazayo01
201,Bryan De La Cruz,25,MIA,NL,90,261,244,22,50,10,0,7,21,3,0,14,70,.205,.249,.332,.581,63,81,5,1,0,2,0,*978H/D,delacbr01
202,Enyel De Los Santos,26,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,delosen01
203,Paul DeJong,28,STL,NL,43,160,142,15,25,8,0,6,24,3,1,13,51,.176,.256,.359,.615,76,51,2,3,0,2,0,6,dejonpa01
204,Jason Delay,27,PIT,NL,30,82,76,9,19,3,0,1,4,0,2,5,25,.250,.305,.329,.634,79,25,1,1,0,0,0,2,delayja01
205,Travis Demeritte,27,ATL,NL,26,96,89,9,19,2,0,3,6,0,0,6,32,.213,.260,.337,.597,64,30,2,0,0,1,0,9/7H,demertr01
206,Rafael Devers*,25,BOS,AL,104,454,416,67,123,32,1,25,63,2,1,32,81,.296,.352,.558,.910,150,232,7,5,0,1,8,*5/DH,deverra01
207,Aledmys Díaz,31,HOU,AL,78,274,254,31,64,12,0,10,32,1,1,17,46,.252,.303,.417,.720,104,106,7,2,0,1,0,746H/53D9,diazal02
208,Edwin Díaz,28,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,diazed04
209,Elias Diaz,31,COL,NL,77,282,256,18,59,14,2,6,33,0,0,22,57,.230,.294,.371,.665,78,95,8,2,0,2,0,2/H,diazel01
210,Lewin Diaz*,25,MIA,NL,23,79,69,6,10,2,0,0,2,1,0,8,20,.145,.241,.174,.414,20,12,1,1,0,1,0,3/DH,diazle01
211,Yandy Díaz,30,TBR,AL,107,442,374,53,104,26,0,7,45,1,3,62,48,.278,.387,.404,.791,134,151,5,5,0,1,0,53/DH,diazya01
212,Yusniel Diaz,25,BAL,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H9,diazyu01
213,Alex Dickerson*,32,ATL,NL,13,36,33,3,4,0,0,1,2,0,0,3,9,.121,.194,.212,.407,13,7,3,0,0,0,0,D/H9,dickeal01
214,Corey Dickerson*,33,STL,NL,58,163,151,18,35,8,0,4,20,0,0,9,28,.232,.276,.364,.640,84,55,2,1,0,2,1,7DH/9,dickeco01
215,Josh Donaldson,36,NYY,AL,99,406,358,40,80,23,0,12,47,2,2,38,114,.223,.305,.388,.694,98,139,8,6,0,4,0,5D/H,donaljo02
216,Brendan Donovan*,25,STL,NL,87,308,257,36,75,15,1,2,32,2,3,39,53,.292,.403,.381,.784,130,98,5,10,0,2,1,54793DH/6,donovbr01
217,Jeter Downs,23,BOS,AL,14,41,39,4,6,1,0,1,4,0,0,1,21,.154,.171,.256,.427,18,10,0,0,0,1,0,/45H6D,downsje01
218,Hunter Dozier,30,KCR,AL,99,399,365,39,88,21,3,10,35,2,3,30,95,.241,.303,.397,.701,97,145,10,3,0,1,0,39D5/7H,doziehu01
219,Brandon Drury,29,TOT,NL,109,453,412,71,108,24,2,23,73,2,2,33,99,.262,.322,.498,.820,120,205,6,5,0,3,0,54D3/H69,drurybr01
220,Brandon Drury,29,CIN,NL,92,385,350,62,96,22,2,20,59,2,2,29,84,.274,.335,.520,.855,127,182,6,4,0,2,0,54D/3H69,drurybr01
221,Brandon Drury,29,SDP,NL,17,68,62,9,12,2,0,3,14,0,0,4,15,.194,.250,.371,.621,77,23,0,1,0,1,0,/D345H,drurybr01
222,Mauricio Dubon,27,TOT,MLB,73,193,175,23,38,7,0,4,20,1,3,12,16,.217,.262,.326,.587,67,57,4,0,2,4,0,864H/759D,dubonma01
223,Mauricio Dubon,27,SFG,NL,21,49,46,10,11,1,0,2,8,0,0,1,4,.239,.245,.391,.636,76,18,0,0,0,2,0,8/H654D,dubonma01
224,Mauricio Dubon,27,HOU,AL,52,144,129,13,27,6,0,2,12,1,3,11,12,.209,.268,.302,.570,63,39,4,0,2,2,0,864/7H9,dubonma01
225,Tyler Duffey,31,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,duffety01
226,Matt Duffy,31,LAA,AL,45,143,134,7,35,4,0,0,5,0,0,9,30,.261,.308,.291,.599,72,39,2,0,0,0,0,543H,duffyma01
227,Steven Duggar*,28,TOT,MLB,29,80,72,7,11,3,1,0,4,5,1,7,41,.153,.225,.222,.447,28,16,0,0,0,1,0,87/H,duggast01
228,Steven Duggar*,28,TOT,AL,17,41,36,5,4,0,1,0,0,1,1,5,25,.111,.220,.167,.386,13,6,0,0,0,0,0,7/8H,duggast01
229,Steven Duggar*,28,SFG,NL,12,39,36,2,7,3,0,0,4,4,0,2,16,.194,.231,.278,.509,43,10,0,0,0,1,0,8/7,duggast01
230,Steven Duggar*,28,TEX,AL,8,19,17,2,3,0,0,0,0,1,1,2,12,.176,.263,.176,.440,31,3,0,0,0,0,0,/78H,duggast01
231,Steven Duggar*,28,LAA,AL,9,22,19,3,1,0,1,0,0,0,0,3,13,.053,.182,.158,.340,-2,3,0,0,0,0,0,/78,duggast01
232,Joe Dunand,26,MIA,NL,3,11,10,2,3,1,0,1,1,0,0,0,3,.300,.364,.700,1.064,192,7,0,1,0,0,0,/45,dunanjo01
233,Ezequiel Duran,23,TEX,AL,42,162,152,20,37,8,1,3,18,4,1,10,38,.243,.290,.368,.659,89,56,1,0,0,0,0,5/4HD,duranez01
234,Jarren Duran*,25,BOS,AL,53,206,189,23,42,12,3,3,15,7,1,14,57,.222,.286,.365,.651,81,69,0,3,0,0,0,8/9DH,duranja01
235,Jhoan Duran,24,MIN,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,duranjh01
236,Adam Duvall,33,ATL,NL,86,315,287,39,61,16,1,12,36,0,2,21,101,.213,.276,.401,.677,85,115,2,5,0,2,0,*879/H,duvalad01
237,Nate Eaton,25,KCR,AL,18,51,44,5,8,1,1,1,3,2,0,4,17,.182,.255,.318,.573,62,14,2,1,0,2,0,9/8H7,eatonna01
238,Tommy Edman#,27,STL,NL,115,485,441,76,111,20,3,8,39,24,3,39,86,.252,.316,.365,.681,97,161,9,3,1,1,2,46/H598,edmanto01
239,Drew Ellis,26,TOT,MLB,7,17,16,2,3,1,0,0,1,0,0,1,7,.188,.235,.250,.485,39,4,0,0,0,0,0,/5,ellisdr01
240,Drew Ellis,26,ARI,NL,6,14,13,2,2,1,0,0,1,0,0,1,6,.154,.214,.231,.445,27,3,0,0,0,0,0,/5,ellisdr01
241,Drew Ellis,26,SEA,AL,1,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,98,1,0,0,0,0,0,/5,ellisdr01
242,Jerar Encarnacion,24,MIA,NL,4,14,13,2,2,1,0,1,5,1,0,1,2,.154,.214,.462,.676,84,6,1,0,0,0,0,/79,encarje01
243,Adam Engel,30,CHW,AL,90,215,201,29,47,12,1,2,14,11,2,11,62,.234,.284,.333,.617,75,67,2,3,0,0,1,*98H/D7,engelad01
244,Alcides Escobar,35,WSN,NL,40,131,124,12,27,4,2,0,8,1,1,5,32,.218,.260,.282,.542,58,35,1,2,0,0,0,6/H41,escobal02
245,Eduardo Escobar#,33,NYM,NL,102,409,375,41,81,21,3,12,44,0,2,28,101,.216,.269,.384,.653,84,144,2,1,0,5,1,*5/DH4,escobed01
246,Santiago Espinal,27,TOR,AL,112,422,388,43,105,23,0,7,44,5,4,29,64,.271,.321,.384,.705,101,149,10,1,1,3,1,*46H/5,espinsa01
247,Thairo Estrada,26,SFG,NL,102,390,356,53,94,18,2,11,48,16,2,20,60,.264,.315,.419,.734,106,149,9,9,0,5,0,46/H758,estrath01
248,Stuart Fairchild,26,TOT,MLB,16,28,25,3,2,0,0,1,1,0,0,2,14,.080,.179,.200,.379,5,5,1,1,0,0,0,/8H97,faircst01
249,Stuart Fairchild,26,TOT,NL,13,25,22,3,2,0,0,1,1,0,0,2,12,.091,.200,.227,.427,17,5,1,1,0,0,0,/89H7,faircst01
250,Stuart Fairchild,26,SEA,AL,3,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/7H,faircst01
251,Stuart Fairchild,26,SFG,NL,5,8,8,1,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/8,faircst01
252,Stuart Fairchild,26,CIN,NL,8,17,14,2,2,0,0,1,1,0,0,2,9,.143,.294,.357,.651,75,5,1,1,0,0,0,/98H7,faircst01
253,Jeurys Familia,32,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,familje01
254,Jeurys Familia,32,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,familje01
255,Kyle Farmer,31,CIN,NL,102,408,364,42,98,21,0,6,55,4,3,25,66,.269,.337,.376,.713,93,137,12,14,1,4,0,*65/DH,farmeky01
256,Mario Feliciano,23,MIL,NL,2,5,4,0,1,0,0,0,0,0,0,1,1,.250,.400,.250,.650,90,1,0,0,0,0,0,/2,felicma01
257,Freddy Fermin,27,KCR,AL,3,7,7,1,0,0,0,0,0,0,1,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2,fermifr01
258,David Fletcher,28,LAA,AL,33,114,104,12,29,5,1,2,13,0,0,6,6,.279,.330,.404,.734,108,42,2,2,2,0,0,46/H,fletcda02
259,Wilmer Flores,30,SFG,NL,113,441,387,58,99,25,1,16,58,0,0,42,71,.256,.338,.450,.787,120,174,5,8,0,4,1,435DH,florewi01
260,Estevan Florial*,24,NYY,AL,7,22,20,1,1,0,0,0,1,1,0,1,8,.050,.136,.050,.186,-43,1,0,1,0,0,0,/8DH,flories01
261,Dylan Floro*,31,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,florody01
262,Mike Ford*,29,TOT,MLB,22,50,40,1,6,1,0,0,5,0,0,9,14,.150,.320,.175,.495,50,7,0,1,0,0,0,D/H31,fordmi01
263,Mike Ford*,29,TOT,NL,6,12,11,0,1,0,0,0,2,0,0,1,2,.091,.167,.091,.258,-25,1,0,0,0,0,0,/DH31,fordmi01
264,Mike Ford*,29,SFG,NL,1,4,4,0,1,0,0,0,2,0,0,0,0,.250,.250,.250,.500,42,1,0,0,0,0,0,/3,fordmi01
265,Mike Ford*,29,SEA,AL,16,38,29,1,5,1,0,0,3,0,0,8,12,.172,.368,.207,.575,76,6,0,1,0,0,0,D/H3,fordmi01
266,Mike Ford*,29,ATL,NL,5,8,7,0,0,0,0,0,0,0,0,1,2,.000,.125,.000,.125,-61,0,0,0,0,0,0,/DH1,fordmi01
267,Nick Fortes,25,MIA,NL,45,138,124,27,30,4,1,6,17,5,2,9,27,.242,.319,.435,.754,111,54,4,5,0,0,0,2/HD3,forteni01
268,Matt Foster,27,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,fostema01
269,Lucius Fox#,24,WSN,NL,10,28,25,2,2,0,0,0,2,1,0,1,9,.080,.115,.080,.195,-42,2,1,0,2,0,0,/65H,foxlu01
270,Jake Fraley*,27,CIN,NL,32,110,97,17,23,4,0,6,14,1,1,11,22,.237,.318,.464,.782,108,45,0,1,0,1,0,7/98HD,fraleja01
271,Ty France,27,SEA,AL,101,452,401,44,115,19,0,14,62,0,0,29,67,.287,.357,.439,.796,133,176,9,17,0,4,3,*3/D4,francty01
272,Maikel Franco,29,WSN,NL,103,388,371,31,85,15,0,9,39,1,0,12,75,.229,.255,.342,.597,72,127,18,2,0,3,0,*5/3HD,francma02
273,Wander Franco#,21,TBR,AL,58,247,227,34,59,12,2,5,23,5,0,17,26,.260,.308,.396,.704,106,90,4,0,0,3,1,6/DH,francwa01
274,Adam Frazier*,30,SEA,AL,119,482,432,53,107,18,2,3,31,8,4,39,58,.248,.313,.319,.633,87,138,10,4,3,4,1,*497H/D86,fraziad01
275,Jackson Frazier,27,CHC,NL,19,45,37,4,8,3,0,0,1,1,0,7,11,.216,.356,.297,.653,86,11,1,1,0,0,0,/DH79,frazicl01
276,Freddie Freeman*,32,LAD,NL,119,530,461,84,148,39,2,16,74,10,2,58,79,.321,.398,.518,.917,152,239,4,5,0,6,7,*3,freemfr01
277,Tyler Freeman,23,CLE,AL,8,28,22,3,5,1,0,0,0,1,0,3,1,.227,.393,.273,.666,98,6,1,3,0,0,0,/564H,freemty01
278,TJ Friedl*,26,CIN,NL,33,113,102,16,23,4,2,1,9,5,0,5,18,.225,.274,.333,.608,64,34,2,3,0,3,0,89/H7D,friedtj01
279,Cam Gallagher,29,KCR,AL,18,47,42,1,9,5,0,0,5,0,0,3,13,.214,.267,.333,.600,70,14,0,0,2,0,0,2,gallaca01
280,Joey Gallo*,28,TOT,MLB,93,304,260,36,43,5,1,15,29,2,0,43,119,.165,.286,.365,.652,86,95,0,1,0,0,0,*79/HD8,gallojo01
281,Joey Gallo*,28,NYY,AL,82,273,233,32,37,4,1,12,24,2,0,40,106,.159,.282,.339,.621,78,79,0,0,0,0,0,79/H8D,gallojo01
282,Joey Gallo*,28,LAD,NL,11,31,27,4,6,1,0,3,5,0,0,3,13,.222,.323,.593,.915,146,16,0,1,0,0,0,/79DH,gallojo01
283,Ben Gamel*,30,PIT,NL,85,316,277,32,69,18,2,5,37,5,1,35,76,.249,.339,.383,.721,103,106,2,3,0,1,1,79D/H8,gamelbe01
284,Adolis García,29,TEX,AL,116,495,458,67,116,24,4,19,75,18,3,29,138,.253,.301,.448,.749,113,205,6,4,0,4,1,*98/DH,garciad02
285,Aramis Garcia,29,CIN,NL,46,113,106,6,23,2,0,1,4,0,1,3,34,.217,.252,.264,.516,40,28,4,2,2,0,0,2/3DH,garciar01
286,Avisail Garcia,31,MIA,NL,88,342,323,29,75,8,0,7,30,4,0,13,95,.232,.269,.322,.591,67,104,11,4,0,2,0,9/DH,garciav01
287,Dermis Garcia,24,OAK,AL,8,22,20,3,5,2,0,0,1,0,0,2,10,.250,.318,.350,.668,97,7,0,0,0,0,0,/3DH,garcide02
288,Leury Garcia#,31,CHW,AL,83,288,273,35,58,8,0,3,19,1,0,7,59,.212,.238,.275,.512,46,75,6,3,2,3,0,469/H78D5,garcile02
289,Luis Garcia*,22,WSN,NL,60,237,228,18,66,13,2,4,25,1,4,4,48,.289,.301,.417,.718,106,95,3,1,1,3,0,6/H,garcilu04
290,Maikel Garcia,22,KCR,AL,9,23,22,1,7,1,0,0,2,0,0,1,5,.318,.348,.364,.711,103,8,1,0,0,0,0,/6H,garcima01
291,Kyle Garlick,30,MIN,AL,51,116,105,18,27,3,0,8,17,0,0,8,29,.257,.319,.514,.833,137,54,2,2,0,1,0,7H9/D,garliky01
292,Dustin Garneau,34,DET,AL,8,11,10,1,3,1,0,0,1,0,0,1,4,.300,.364,.400,.764,122,4,0,0,0,0,0,/2H,garnedu01
293,Stone Garrett,26,ARI,NL,3,13,12,2,4,3,0,0,1,1,0,0,3,.333,.333,.583,.917,154,7,0,0,0,0,0,/7D,garrest01
294,Mitch Garver,31,TEX,AL,54,215,188,23,39,7,0,10,24,1,1,23,53,.207,.298,.404,.702,101,76,3,2,0,2,0,D2/H,garvemi01
295,Lucas Gilbreath*,26,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gilbrlu01
296,Andres Gimenez*,23,CLE,AL,108,400,356,48,110,20,2,14,58,15,2,22,82,.309,.374,.494,.868,149,176,5,16,4,2,1,*46/H,gimenan01
297,Jose Godoy*,27,TOT,MLB,7,12,10,2,0,0,0,0,1,0,0,2,3,.000,.167,.000,.167,-46,0,0,0,0,0,0,/2,godoyjo01
298,Jose Godoy*,27,MIN,AL,2,5,3,2,0,0,0,0,0,0,0,2,2,.000,.400,.000,.400,31,0,0,0,0,0,0,/2,godoyjo01
299,Jose Godoy*,27,PIT,NL,5,7,7,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2,godoyjo01
300,Paul Goldschmidt,34,STL,NL,113,492,425,86,145,34,0,31,100,5,0,60,100,.341,.422,.640,1.062,203,272,5,2,0,3,1,*3D/H,goldspa01
301,Yan Gomes,34,CHC,NL,61,203,194,16,45,7,0,6,17,0,0,6,31,.232,.261,.361,.622,72,70,10,2,0,1,0,2/DH,gomesya01
302,Erik Gonzalez,30,MIA,NL,16,41,37,4,7,1,0,0,3,1,0,4,12,.189,.268,.216,.485,40,8,1,0,0,0,0,/6543,gonzaer01
303,Luis Gonzalez*,26,SFG,NL,78,288,254,26,66,16,1,4,32,10,2,26,55,.260,.330,.378,.708,100,96,4,3,0,5,1,97/H81D,gonzalu03
304,Marwin Gonzalez#,33,NYY,AL,62,140,125,12,26,7,0,3,11,2,0,10,37,.208,.281,.336,.617,77,42,4,3,1,1,0,6975H/4D3,gonzama01
305,Oscar Gonzalez,24,CLE,AL,49,198,189,17,58,20,0,3,21,1,0,7,43,.307,.333,.460,.794,127,87,2,1,0,1,1,9/DH,gonzaos01
306,Romy Gonzalez,25,CHW,AL,2,8,6,0,1,1,0,0,1,0,0,1,2,.167,.250,.333,.583,64,2,0,0,0,1,0,/6,gonzaro01
307,Niko Goodrum#,30,HOU,AL,15,45,43,2,5,2,0,0,1,1,0,2,23,.116,.156,.163,.318,-8,7,0,0,0,0,0,4/3DH,goodrni01
308,Nick Gordon*,26,MIN,AL,94,283,261,30,72,17,3,5,23,6,3,13,67,.276,.320,.421,.742,114,110,4,5,2,2,0,*786H/41D,gordoni01
309,Nolan Gorman*,22,STL,NL,69,248,224,39,56,10,0,13,32,1,0,22,77,.250,.323,.469,.791,126,105,1,2,0,0,0,4DH,gormano01
310,Phil Gosselin,33,TOT,MLB,31,74,71,6,11,0,1,0,2,0,0,2,21,.155,.189,.183,.372,6,13,1,1,0,0,0,54/H3D9,gosseph01
311,Phil Gosselin,33,ATL,NL,12,24,23,4,6,0,0,0,0,0,0,1,6,.261,.292,.261,.553,55,6,0,0,0,0,0,4/H9,gosseph01
312,Phil Gosselin,33,LAA,AL,19,50,48,2,5,0,1,0,2,0,0,1,15,.104,.140,.146,.286,-18,7,1,1,0,0,0,5/H3D,gosseph01
313,Yasmani Grandal#,33,CHW,AL,74,290,251,9,51,5,0,3,21,1,0,36,61,.203,.307,.259,.566,64,65,8,2,0,1,1,2D/3H,grandya01
314,Kendall Graveman,31,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,graveke01
315,Riley Greene*,21,DET,AL,56,253,233,27,53,10,2,3,23,1,4,18,75,.227,.285,.326,.611,77,76,8,1,0,1,0,8,greenri03
316,Didi Gregorius*,32,PHI,NL,63,232,214,17,45,9,4,1,19,1,0,13,36,.210,.263,.304,.567,59,65,0,3,0,2,0,6/H,gregodi01
317,Grayson Greiner,29,ARI,NL,2,8,6,0,1,0,0,0,0,0,0,2,3,.167,.375,.167,.542,62,1,0,0,0,0,0,/2,greingr01
318,Randal Grichuk,30,COL,NL,105,402,377,45,100,18,2,12,58,3,0,20,97,.265,.306,.419,.725,93,158,9,3,0,2,0,*98/HD1,grichra01
319,Justin Grimm,33,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,grimmju01
320,Trent Grisham*,25,SDP,NL,119,446,380,50,75,15,2,15,47,5,0,52,112,.197,.301,.366,.666,93,139,3,5,7,2,1,*8/H,grishtr01
321,Vaughn Grissom,21,ATL,NL,11,43,39,12,15,2,0,3,8,2,0,4,7,.385,.442,.667,1.109,202,26,0,0,0,0,0,4,grissva01
322,Robbie Grossman#,32,TOT,MLB,96,361,308,28,65,15,1,4,29,3,1,44,103,.211,.319,.305,.624,82,94,2,6,0,3,0,*79/HD,grossro01
323,Robbie Grossman#,32,DET,AL,83,320,273,24,56,13,1,2,23,3,1,38,90,.205,.313,.282,.595,75,77,2,6,0,3,0,79/HD,grossro01
324,Robbie Grossman#,32,ATL,NL,13,41,35,4,9,2,0,2,6,0,0,6,13,.257,.366,.486,.852,133,17,0,0,0,0,0,7/H9,grossro01
325,Vladimir Guerrero Jr.,23,TOR,AL,118,511,458,70,130,25,0,26,75,4,2,45,83,.284,.352,.509,.861,143,233,20,5,0,3,5,*3D/H5,guerrvl02
326,Luis Guillorme*,27,NYM,NL,86,289,258,31,73,11,1,2,14,1,0,29,39,.283,.355,.357,.712,104,92,12,0,2,0,1,456/HD,guilllu01
327,Lourdes Gurriel Jr.,28,TOR,AL,107,433,397,49,120,28,0,5,49,3,4,28,73,.302,.354,.411,.765,119,163,9,5,0,2,1,*7D/3H,gurrilo01
328,Yuli Gurriel,38,HOU,AL,110,439,409,46,100,34,0,7,35,8,0,23,57,.244,.292,.379,.671,91,155,10,5,0,2,0,*3/HD,gourryu01
329,Kelvin Gutierrez,27,BAL,AL,12,33,28,2,4,1,0,0,3,1,0,4,8,.143,.250,.179,.429,26,5,1,0,0,0,0,5/HD,gutieke01
330,Eric Haase,29,DET,AL,82,247,227,27,53,11,1,8,31,0,0,18,70,.233,.287,.396,.684,96,90,4,0,0,2,0,2H7/D,haaseer01
331,Jake Hager,29,ARI,NL,28,59,50,4,12,2,0,0,3,0,0,8,17,.240,.345,.280,.625,81,14,0,0,1,0,0,4/561DH,hagerja01
332,Sam Haggerty#,28,SEA,AL,52,127,116,22,36,7,1,4,15,8,1,6,31,.310,.357,.491,.849,147,57,2,3,1,1,2,97H/8D4,haggesa01
333,Darick Hall*,26,PHI,NL,36,134,128,19,34,8,1,9,16,0,0,5,39,.266,.299,.555,.853,133,71,3,1,0,0,0,D/3H1,hallda02
334,Billy Hamilton#,31,MIA,NL,20,15,13,9,1,0,0,0,0,7,0,1,8,.077,.143,.077,.220,-35,1,0,0,1,0,0,H/78D45,hamilbi02
335,Caleb Hamilton,27,MIN,AL,3,6,5,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,/2H,hamilca01
336,Garrett Hampson,27,COL,NL,64,175,154,25,35,5,3,2,13,7,1,16,45,.227,.302,.338,.640,72,52,3,1,3,1,0,68/5H4D,hampsga01
337,Mitch Haniger,31,SEA,AL,22,94,87,13,24,2,0,4,11,0,0,7,21,.276,.330,.437,.767,124,38,2,0,0,0,1,9/D,hanigmi01
338,Ian Happ#,27,CHC,NL,116,477,423,52,118,31,2,12,55,7,3,46,113,.279,.354,.447,.801,123,189,8,5,0,3,3,*7D/H8,happia01
339,Bryce Harper*,29,PHI,NL,64,275,242,49,77,21,1,15,48,9,2,26,52,.318,.385,.599,.985,172,145,9,3,0,4,4,D/9H,harpebr03
